timestamp,open,high,low,close,volume,new_open,next_open
2023-11-30 11:10:00,188.54,188.6,188.39,188.541,287872,188.67,188.54
2023-11-30 11:05:00,188.67,188.68,188.465,188.535,299651,188.75,188.54
2023-11-30 11:00:00,188.75,188.919,188.53,188.67,505768,188.43,188.67
2023-11-30 10:55:00,188.43,188.78,188.39,188.76,414451,188.43,188.75
2023-11-30 10:50:00,188.43,188.64,188.34,188.42,458418,188.74,188.43
2023-11-30 10:45:00,188.74,188.77,188.42,188.445,349162,188.645,188.43
2023-11-30 10:40:00,188.645,188.79,188.53,188.74,454077,188.94,188.74
2023-11-30 10:35:00,188.94,188.99,188.61,188.65,477788,188.83,188.645
2023-11-30 10:30:00,188.83,188.982,188.63,188.94,535609,189.12,188.94
2023-11-30 10:25:00,189.12,189.16,188.8,188.826,447238,189.16,188.83
2023-11-30 10:20:00,189.16,189.31,189.01,189.13,458614,189.14,189.12
2023-11-30 10:15:00,189.14,189.35,189.01,189.15,661410,188.801,189.16
2023-11-30 10:10:00,188.801,189.15,188.66,189.13,632865,188.8,189.14
2023-11-30 10:05:00,188.8,189.04,188.78,188.8,482997,189.21,188.801
2023-11-30 10:00:00,189.21,189.26,188.74,188.792,752356,189.185,188.8
2023-11-30 09:55:00,189.185,189.29,189.07,189.205,387565,189.17,189.21
2023-11-30 09:50:00,189.17,189.45,189.12,189.185,563848,189.52,189.185
2023-11-30 09:45:00,189.52,189.56,189.05,189.165,629596,189.378,189.17
2023-11-30 09:40:00,189.378,189.55,189.15,189.53,706547,189.95,189.52
2023-11-30 09:35:00,189.95,189.97,189.371,189.38,664124,189.84,189.378
2023-11-30 09:30:00,189.84,190.32,189.62,189.94,1450965,189.87,189.95
2023-11-30 09:25:00,189.87,189.938,189.7,189.84,32985,189.81,189.84
2023-11-30 09:20:00,189.81,190.0,189.79,189.88,9193,189.88,189.87
2023-11-30 09:15:00,189.88,189.9,189.77,189.8,6951,189.78,189.81
2023-11-30 09:10:00,189.78,189.9,189.75,189.89,9489,189.73,189.88
2023-11-30 09:05:00,189.73,189.8,189.69,189.72,5637,189.71,189.78
2023-11-30 09:00:00,189.71,189.75,189.61,189.68,13252,189.75,189.73
2023-11-30 08:55:00,189.75,189.82,189.61,189.725,12562,190.0,189.71
2023-11-30 08:50:00,190.0,190.1,189.66,189.74,26124,189.91,189.75
2023-11-30 08:45:00,189.91,190.17,189.85,190.04,5122,189.92,190.0
2023-11-30 08:40:00,189.92,190.0,189.83,189.88,8767,189.85,189.91
2023-11-30 08:35:00,189.85,189.965,189.8,189.91,16041,190.15,189.92
2023-11-30 08:30:00,190.15,190.24,189.802,189.802,27218,190.07,189.85
2023-11-30 08:25:00,190.07,190.16,190.03,190.15,9572,190.11,190.15
2023-11-30 08:20:00,190.11,190.15,190.0,190.07,11946,190.01,190.07
2023-11-30 08:15:00,190.01,190.124,189.37,190.11,10311,190.02,190.11
2023-11-30 08:10:00,190.02,190.04,190.0,190.01,4243,190.0,190.01
2023-11-30 08:05:00,190.0,190.05,189.37,190.04,605715,189.49,190.02
2023-11-30 08:00:00,189.49,190.07,188.98,189.96,29061,189.97,190.0
2023-11-30 07:55:00,189.97,190.0,189.97,189.97,2372,189.97,189.49
2023-11-30 07:50:00,189.97,189.99,189.95,189.98,1613,190.03,189.97
2023-11-30 07:45:00,190.03,190.05,189.95,189.95,2887,189.97,189.97
2023-11-30 07:40:00,189.97,190.04,189.94,190.03,8720,189.97,190.03
2023-11-30 07:35:00,189.97,190.0,189.95,189.95,1963,189.91,189.97
2023-11-30 07:30:00,189.91,189.98,189.91,189.98,1582,189.93,189.97
2023-11-30 07:25:00,189.93,189.97,189.87,189.91,1521,189.88,189.91
2023-11-30 07:20:00,189.88,189.94,189.85,189.92,2912,189.92,189.93
2023-11-30 07:15:00,189.92,189.96,189.86,189.88,3506,189.76,189.88
2023-11-30 07:10:00,189.76,189.92,189.76,189.92,8997,189.63,189.92
2023-11-30 07:05:00,189.63,189.76,189.61,189.76,4954,189.48,189.76
2023-11-30 07:00:00,189.48,189.64,189.48,189.6,3436,189.49,189.63
2023-11-30 06:55:00,189.49,189.49,189.46,189.48,54,189.45,189.48
2023-11-30 06:50:00,189.45,189.49,189.44,189.49,51,189.44,189.49
2023-11-30 06:45:00,189.44,189.45,189.41,189.45,98,189.43,189.45
2023-11-30 06:40:00,189.43,189.46,189.39,189.41,439,189.52,189.44
2023-11-30 06:35:00,189.52,189.52,189.43,189.49,294,189.44,189.43
2023-11-30 06:30:00,189.44,189.52,189.38,189.52,390,189.44,189.52
2023-11-30 06:25:00,189.44,189.47,189.39,189.43,419,189.45,189.44
2023-11-30 06:20:00,189.45,189.45,189.36,189.36,984,189.53,189.44
2023-11-30 06:15:00,189.53,189.53,189.41,189.43,5819,189.53,189.45
2023-11-30 06:10:00,189.53,189.53,189.53,189.53,34,189.48,189.53
2023-11-30 06:05:00,189.48,189.53,189.46,189.53,514,189.48,189.53
2023-11-30 06:00:00,189.48,189.49,189.45,189.46,116,189.5,189.48
2023-11-30 05:55:00,189.5,189.5,189.46,189.48,59,189.5,189.48
2023-11-30 05:50:00,189.5,189.5,189.44,189.5,215,189.45,189.5
2023-11-30 05:45:00,189.45,189.5,189.43,189.5,182,189.5,189.5
2023-11-30 05:40:00,189.5,189.5,189.43,189.44,252,189.44,189.45
2023-11-30 05:35:00,189.44,189.51,189.44,189.49,847,189.48,189.5
2023-11-30 05:30:00,189.48,189.5,189.41,189.44,886,189.47,189.44
2023-11-30 05:25:00,189.47,189.48,189.38,189.48,165,189.48,189.48
2023-11-30 05:20:00,189.48,189.48,189.4,189.4,521,189.47,189.47
2023-11-30 05:15:00,189.47,189.49,189.4,189.48,195,189.51,189.48
2023-11-30 05:10:00,189.51,189.53,189.47,189.47,262,189.52,189.47
2023-11-30 05:05:00,189.52,189.52,189.49,189.51,299,189.46,189.51
2023-11-30 05:00:00,189.46,189.52,189.46,189.48,188,189.47,189.52
2023-11-30 04:55:00,189.47,189.5,189.42,189.46,513,189.36,189.46
2023-11-30 04:50:00,189.36,189.47,189.36,189.47,42,189.36,189.47
2023-11-30 04:45:00,189.36,189.43,189.35,189.42,352,189.4,189.36
2023-11-30 04:40:00,189.4,189.44,189.3,189.39,1081,189.43,189.36
2023-11-30 04:35:00,189.43,189.47,189.32,189.43,940,189.43,189.4
2023-11-30 04:30:00,189.43,189.48,189.39,189.46,1590,189.46,189.43
2023-11-30 04:25:00,189.46,189.49,189.43,189.47,121,189.43,189.43
2023-11-30 04:20:00,189.43,189.52,189.41,189.48,837,189.49,189.46
2023-11-30 04:15:00,189.49,189.49,189.39,189.47,369,189.7,189.43
2023-11-30 04:10:00,189.7,189.7,189.39,189.47,2506,189.53,189.49
2023-11-30 04:05:00,189.53,189.72,189.49,189.7,384,189.45,189.7
2023-11-30 04:00:00,189.45,189.85,189.07,189.44,1024,189.61,189.53
2023-11-29 19:55:00,189.61,189.63,189.45,189.61,5553,189.59,189.45
2023-11-29 19:50:00,189.59,189.62,189.57,189.61,12089,189.57,189.61
2023-11-29 19:45:00,189.57,189.6,189.54,189.58,1082,189.6,189.59
2023-11-29 19:40:00,189.6,189.6,189.52,189.575,2262,189.555,189.57
2023-11-29 19:35:00,189.555,189.6,189.51,189.6,1702,189.48,189.6
2023-11-29 19:30:00,189.48,189.6,189.48,189.52,1073,189.52,189.555
2023-11-29 19:25:00,189.52,189.6,189.49,189.535,2977,189.52,189.48
2023-11-29 19:20:00,189.52,189.55,189.43,189.49,1180,189.51,189.52
2023-11-29 19:15:00,189.51,189.54,189.42,189.5,1018,189.5,189.52
2023-11-29 19:10:00,189.5,189.54,189.48,189.51,912,189.5,189.51
2023-11-29 19:05:00,189.5,189.55,189.48,189.515,1437,189.48,189.5
2023-11-29 19:00:00,189.48,189.52,189.45,189.5,463,189.52,189.5
2023-11-29 18:55:00,189.52,189.52,189.46,189.48,865,189.53,189.48
2023-11-29 18:50:00,189.53,189.55,189.48,189.52,899,189.535,189.52
2023-11-29 18:45:00,189.535,189.55,189.53,189.54,508,189.5,189.53
2023-11-29 18:40:00,189.5,189.55,189.45,189.535,798,189.48,189.535
2023-11-29 18:35:00,189.48,189.55,189.42,189.481,7356,189.465,189.5
2023-11-29 18:30:00,189.465,189.49,189.41,189.42,624,189.44,189.48
2023-11-29 18:25:00,189.44,189.49,189.44,189.465,453,189.45,189.465
2023-11-29 18:20:00,189.45,189.49,189.41,189.45,1900,189.46,189.44
2023-11-29 18:15:00,189.46,189.46,189.41,189.41,791,189.425,189.45
2023-11-29 18:10:00,189.425,189.46,189.41,189.435,1752,189.45,189.46
2023-11-29 18:05:00,189.45,189.47,189.41,189.41,875,189.46,189.425
2023-11-29 18:00:00,189.46,189.49,189.4,189.45,1413,189.45,189.45
2023-11-29 17:55:00,189.45,189.49,189.43,189.46,164,189.45,189.46
2023-11-29 17:50:00,189.45,189.49,189.44,189.45,3359,189.48,189.45
2023-11-29 17:45:00,189.48,189.49,189.44,189.455,398,189.47,189.45
2023-11-29 17:40:00,189.47,189.49,189.44,189.48,1122,189.48,189.48
2023-11-29 17:35:00,189.48,189.51,189.46,189.47,556,189.465,189.47
2023-11-29 17:30:00,189.465,189.49,189.43,189.46,7681,189.43,189.48
2023-11-29 17:25:00,189.43,189.47,189.43,189.46,1373,189.45,189.465
2023-11-29 17:20:00,189.45,189.45,180.374,189.45,218,189.455,189.43
2023-11-29 17:15:00,189.455,189.46,189.4,189.41,950,189.39,189.45
2023-11-29 17:10:00,189.39,198.104,189.38,189.45,2378,189.39,189.455
2023-11-29 17:05:00,189.39,189.4,189.38,189.381,458,189.385,189.39
2023-11-29 17:00:00,189.385,189.4,189.37,189.39,265,189.4,189.39
2023-11-29 16:55:00,189.4,189.4,189.37,189.385,30174,189.37,189.385
2023-11-29 16:50:00,189.37,189.41,189.37,189.39,360,189.4,189.4
2023-11-29 16:45:00,189.4,189.41,189.37,189.41,466,189.41,189.37
2023-11-29 16:40:00,189.41,189.45,189.37,189.37,4903822,189.44,189.4
2023-11-29 16:35:00,189.44,189.46,189.37,189.43,68596,189.46,189.41
2023-11-29 16:30:00,189.46,189.47,189.42,189.44,2436,189.49,189.44
2023-11-29 16:25:00,189.49,189.492,189.41,189.46,2453,189.37,189.46
2023-11-29 16:20:00,189.37,189.5,189.37,189.5,35744,189.38,189.49
2023-11-29 16:15:00,189.38,190.98,189.37,189.4,18563,189.38,189.37
2023-11-29 16:10:00,189.38,189.43,189.36,189.39,45993,189.4,189.38
2023-11-29 16:05:00,189.4,189.44,189.31,189.37,85690,189.34,189.38
2023-11-29 16:00:00,189.34,189.56,189.21,189.4,10149026,189.25,189.4
2023-11-29 15:55:00,189.25,189.36,189.15,189.35,1594168,189.41,189.34
2023-11-29 15:50:00,189.41,189.41,189.15,189.26,966425,189.405,189.25
2023-11-29 15:45:00,189.405,189.445,189.34,189.41,462126,189.21,189.41
2023-11-29 15:40:00,189.21,189.42,189.185,189.4,541632,189.115,189.405
2023-11-29 15:35:00,189.115,189.206,189.05,189.204,352435,189.01,189.21
2023-11-29 15:30:00,189.01,189.14,188.97,189.12,525485,189.13,189.115
2023-11-29 15:25:00,189.13,189.15,189.01,189.015,343040,189.13,189.01
2023-11-29 15:20:00,189.13,189.165,189.08,189.125,306238,189.27,189.13
2023-11-29 15:15:00,189.27,189.29,189.06,189.135,370791,189.315,189.13
2023-11-29 15:10:00,189.315,189.335,189.25,189.275,205490,189.335,189.27
2023-11-29 15:05:00,189.335,189.36,189.24,189.315,272466,189.33,189.315
2023-11-29 15:00:00,189.33,189.405,189.29,189.34,318052,189.255,189.335
2023-11-29 14:55:00,189.255,189.355,189.225,189.33,278930,189.245,189.33
2023-11-29 14:50:00,189.245,189.28,189.211,189.26,175827,189.12,189.255
2023-11-29 14:45:00,189.12,189.265,189.1,189.24,194643,189.13,189.245
2023-11-29 14:40:00,189.13,189.195,189.065,189.125,264567,189.275,189.12
2023-11-29 14:35:00,189.275,189.32,189.05,189.12,302095,189.265,189.13
2023-11-29 14:30:00,189.265,189.3,189.14,189.27,312580,189.375,189.275
2023-11-29 14:25:00,189.375,189.41,189.253,189.264,299131,189.46,189.265
2023-11-29 14:20:00,189.46,189.48,189.37,189.37,197158,189.415,189.375
2023-11-29 14:15:00,189.415,189.48,189.36,189.455,258381,189.35,189.46
2023-11-29 14:10:00,189.35,189.465,189.31,189.41,231351,189.24,189.415
2023-11-29 14:05:00,189.24,189.4,189.18,189.36,308998,189.47,189.35
2023-11-29 14:00:00,189.47,189.5,189.215,189.24,255564,189.47,189.24
2023-11-29 13:55:00,189.47,189.49,189.38,189.465,208279,189.435,189.47
2023-11-29 13:50:00,189.435,189.51,189.425,189.479,176812,189.37,189.47
2023-11-29 13:45:00,189.37,189.48,189.365,189.44,170868,189.49,189.435
2023-11-29 13:40:00,189.49,189.495,189.37,189.376,147698,189.29,189.37
2023-11-29 13:35:00,189.29,189.49,189.275,189.48,270607,189.505,189.49
2023-11-29 13:30:00,189.505,189.51,189.18,189.28,386687,189.367,189.29
2023-11-29 13:25:00,189.367,189.51,189.28,189.5,299557,189.475,189.505
2023-11-29 13:20:00,189.475,189.49,189.28,189.36,339984,189.48,189.367
2023-11-29 13:15:00,189.48,189.54,189.42,189.475,229199,189.59,189.475
2023-11-29 13:10:00,189.59,189.635,189.473,189.486,256662,189.695,189.48
2023-11-29 13:05:00,189.695,189.726,189.51,189.595,221920,189.71,189.59
2023-11-29 13:00:00,189.71,189.755,189.58,189.696,316927,189.755,189.695
2023-11-29 12:55:00,189.755,189.785,189.665,189.702,198300,189.758,189.71
2023-11-29 12:50:00,189.758,189.805,189.72,189.755,170844,189.845,189.755
2023-11-29 12:45:00,189.845,189.86,189.72,189.753,240303,189.88,189.758
2023-11-29 12:40:00,189.88,189.93,189.83,189.84,224845,189.83,189.845
2023-11-29 12:35:00,189.83,189.91,189.811,189.885,246949,189.89,189.88
2023-11-29 12:30:00,189.89,189.91,189.802,189.831,203634,189.765,189.83
2023-11-29 12:25:00,189.765,189.92,189.76,189.9,219980,189.765,189.89
2023-11-29 12:20:00,189.765,189.89,189.74,189.763,182286,189.735,189.765
2023-11-29 12:15:00,189.735,189.85,189.7,189.77,273631,189.655,189.765
2023-11-29 12:10:00,189.655,190.0,189.64,189.74,343903,189.645,189.735
2023-11-29 12:05:00,189.645,189.66,189.52,189.655,411091,189.92,189.655
2023-11-29 12:00:00,189.92,189.925,189.62,189.64,433555,190.13,189.645
2023-11-29 11:55:00,190.13,190.13,189.92,189.92,311020,190.13,189.92
2023-11-29 11:50:00,190.13,190.137,189.93,190.13,389376,190.015,190.13
2023-11-29 11:45:00,190.015,190.135,190.005,190.133,258119,190.075,190.13
2023-11-29 11:40:00,190.075,190.14,190.0,190.01,530765,190.06,190.015
2023-11-29 11:35:00,190.06,190.275,190.016,190.07,329344,190.1,190.075
2023-11-29 11:30:00,190.1,190.125,189.91,190.06,503836,190.26,190.06
2023-11-29 11:25:00,190.26,190.27,190.05,190.097,422911,190.285,190.1
2023-11-29 11:20:00,190.285,190.32,190.16,190.255,296861,190.47,190.26
2023-11-29 11:15:00,190.47,190.49,190.17,190.29,577659,190.7,190.285
2023-11-29 11:10:00,190.7,190.7,190.4,190.46,686229,190.91,190.47
2023-11-29 11:05:00,190.91,190.917,190.645,190.701,350170,190.935,190.7
2023-11-29 11:00:00,190.935,190.955,190.815,190.9,292408,190.95,190.91
2023-11-29 10:55:00,190.95,191.075,190.92,190.925,331877,190.741,190.935
2023-11-29 10:50:00,190.741,190.99,190.72,190.955,269657,190.75,190.95
2023-11-29 10:45:00,190.75,190.78,190.66,190.745,266415,190.72,190.741
2023-11-29 10:40:00,190.72,190.77,190.61,190.755,367930,190.835,190.75
2023-11-29 10:35:00,190.835,190.94,190.671,190.71,415330,190.89,190.72
2023-11-29 10:30:00,190.89,191.058,190.805,190.835,476188,190.72,190.835
2023-11-29 10:25:00,190.72,190.95,190.7,190.88,465362,190.84,190.89
2023-11-29 10:20:00,190.84,190.915,190.6,190.725,620628,190.9,190.72
2023-11-29 10:15:00,190.9,190.98,190.83,190.832,498968,191.21,190.84
2023-11-29 10:10:00,191.21,191.21,190.845,190.9,639233,191.56,190.9
2023-11-29 10:05:00,191.56,191.61,191.1,191.215,787503,191.74,191.21
2023-11-29 10:00:00,191.74,191.82,191.5,191.56,679134,191.835,191.56
2023-11-29 09:55:00,191.835,191.835,191.66,191.74,367079,191.92,191.74
2023-11-29 09:50:00,191.92,191.95,191.62,191.83,490716,191.755,191.835
2023-11-29 09:45:00,191.755,191.93,191.68,191.915,558139,191.73,191.92
2023-11-29 09:40:00,191.73,191.799,191.55,191.76,624229,191.78,191.755
2023-11-29 09:35:00,191.78,191.91,191.69,191.725,819879,190.9,191.73
2023-11-29 09:30:00,190.9,192.09,190.9,191.78,2279601,190.54,191.78
2023-11-29 09:25:00,190.54,190.98,190.45,190.91,68985,190.6,190.9
2023-11-29 09:20:00,190.6,190.63,190.47,190.54,18814,190.58,190.54
2023-11-29 09:15:00,190.58,190.6,190.443,190.55,20213,190.809,190.6
2023-11-29 09:10:00,190.809,190.86,190.56,190.58,22186,190.92,190.58
2023-11-29 09:05:00,190.92,190.92,190.77,190.81,8441,190.73,190.809
2023-11-29 09:00:00,190.73,190.937,190.65,190.905,16204,190.75,190.92
2023-11-29 08:55:00,190.75,190.79,190.67,190.735,8335,190.75,190.73
2023-11-29 08:50:00,190.75,190.82,189.74,190.72,3541,190.75,190.75
2023-11-29 08:45:00,190.75,190.86,190.695,190.8,3763,190.72,190.75
2023-11-29 08:40:00,190.72,190.86,190.64,190.75,12962,190.755,190.75
2023-11-29 08:35:00,190.755,190.79,190.62,190.69,10677,190.77,190.72
2023-11-29 08:30:00,190.77,191.0,190.57,190.72,15971,190.72,190.755
2023-11-29 08:25:00,190.72,191.03,190.58,190.58,57945,190.6,190.77
2023-11-29 08:20:00,190.6,190.73,190.55,190.695,13237,190.65,190.72
2023-11-29 08:15:00,190.65,190.68,190.59,190.59,3888,190.694,190.6
2023-11-29 08:10:00,190.694,190.72,190.59,190.68,5183,190.68,190.65
2023-11-29 08:05:00,190.68,190.75,190.65,190.7,6762,190.4,190.694
2023-11-29 08:00:00,190.4,190.75,189.66,190.67,50857,190.38,190.68
2023-11-29 07:55:00,190.38,190.49,190.37,190.48,15528,190.33,190.4
2023-11-29 07:50:00,190.33,190.4,190.33,190.4,3738,190.38,190.38
2023-11-29 07:45:00,190.38,190.4,190.3,190.35,5154,190.49,190.33
2023-11-29 07:40:00,190.49,190.49,190.37,190.37,6746,190.55,190.38
2023-11-29 07:35:00,190.55,190.6,190.46,190.49,7675,190.59,190.49
2023-11-29 07:30:00,190.59,190.65,190.54,190.54,15733,190.56,190.55
2023-11-29 07:25:00,190.56,190.68,190.52,190.54,5147,190.49,190.59
2023-11-29 07:20:00,190.49,190.6,190.45,190.56,5920,190.39,190.56
2023-11-29 07:15:00,190.39,190.64,190.39,190.5,16305,190.34,190.49
2023-11-29 07:10:00,190.34,190.42,190.26,190.4,6049,190.38,190.39
2023-11-29 07:05:00,190.38,190.4,190.29,190.31,6478,190.44,190.34
2023-11-29 07:00:00,190.44,190.5,190.34,190.35,9037,190.34,190.38
2023-11-29 06:55:00,190.34,190.5,190.34,190.43,3502,190.17,190.44
